document;term;count;rank;Title
1029;resolution;0,03000464;9;Very high brightness & compact full color display for next generation eyes-out cockpit products
1029;demonstrators;0,028475876;10;Very high brightness & compact full color display for next generation eyes-out cockpit products
103;data;0,070739341;1;Big data PPP: research addressing main technology challenges of the data economy
103;big;0,051540245;2;Big data PPP: research addressing main technology challenges of the data economy
103;analytics;0,026572413;3;Big data PPP: research addressing main technology challenges of the data economy
103;databases;0,018995145;4;Big data PPP: research addressing main technology challenges of the data economy
103;track;0,017630896;5;Big data PPP: research addressing main technology challenges of the data economy
103;domains;0,015480288;6;Big data PPP: research addressing main technology challenges of the data economy
103;architectures;0,015039336;7;Big data PPP: research addressing main technology challenges of the data economy
103;know;0,013382139;8;Big data PPP: research addressing main technology challenges of the data economy
103;processing;0,013082665;9;Big data PPP: research addressing main technology challenges of the data economy
103;real;0,012657126;10;Big data PPP: research addressing main technology challenges of the data economy
1030;bearing;0,160214502;1;Very high loaded planet bearings enabling technologies
1030;planet;0,08594494;2;Very high loaded planet bearings enabling technologies
1030;engine;0,066176968;3;Very high loaded planet bearings enabling technologies
1030;rolling;0,06308941;4;Very high loaded planet bearings enabling technologies
1030;aero;0,041629189;5;Very high loaded planet bearings enabling technologies
1030;rules;0,032148487;6;Very high loaded planet bearings enabling technologies
1030;predict;0,029977559;7;Very high loaded planet bearings enabling technologies
1030;power;0,026172317;8;Very high loaded planet bearings enabling technologies
1030;optimized;0,024712744;9;Very high loaded planet bearings enabling technologies
1030;thermal;0,023881264;10;Very high loaded planet bearings enabling technologies
1031;bearing;0,202671345;1;VHBR Engine – Journal Bearing Technology
1031;materials;0,055739803;2;VHBR Engine – Journal Bearing Technology
1031;assisted;0,036569683;3;VHBR Engine – Journal Bearing Technology
1031;maximum;0,0337081;4;VHBR Engine – Journal Bearing Technology
1031;material;0,031791404;5;VHBR Engine – Journal Bearing Technology
1031;entire;0,027468823;6;VHBR Engine – Journal Bearing Technology
1031;morphology;0,025016278;7;VHBR Engine – Journal Bearing Technology
1031;gradually;0,024717993;8;VHBR Engine – Journal Bearing Technology
1031;simulation;0,024234304;9;VHBR Engine – Journal Bearing Technology
1031;bypass;0,024160078;10;VHBR Engine – Journal Bearing Technology
1032;cultural;0,081270586;1;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;heritage;0,073897166;2;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;virtual;0,039550887;3;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;underwater;0,037525037;4;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;digital;0,026479849;5;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;experiences;0,025393012;6;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;meaningful;0,019054569;7;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;immersive;0,018552961;8;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;social;0,017388962;9;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1032;augmented;0,014560042;10;Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.
1033;recovery;0,12458192;1;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;heat;0,119829807;2;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;waste;0,10526712;3;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;urban;0,088820855;4;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;examples;0,06113972;5;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;reuse;0,04129362;6;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;across;0,040607828;7;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;demonstrators;0,033445722;8;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;investments;0,032274218;9;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1033;explicitly;0,026550295;10;Waste heat recovery from urban facilities and re-use to increase energy efficiency of district or individual heating and cooling systems
1034;water;0,148292031;1;Water farms – improving farming and its impact on the supply of drinking water
1034;drinking;0,134356448;2;Water farms – improving farming and its impact on the supply of drinking water
1034;governance;0,041092894;3;Water farms – improving farming and its impact on the supply of drinking water
1034;agriculture;0,035938155;4;Water farms – improving farming and its impact on the supply of drinking water
1034;farming;0,035197884;5;Water farms – improving farming and its impact on the supply of drinking water
1034;protect;0,034326884;6;Water farms – improving farming and its impact on the supply of drinking water
1034;supplies;0,031855143;7;Water farms – improving farming and its impact on the supply of drinking water
1034;measures;0,029135525;8;Water farms – improving farming and its impact on the supply of drinking water
1034;practices;0,026768457;9;Water farms – improving farming and its impact on the supply of drinking water
1034;pollution;0,026065738;10;Water farms – improving farming and its impact on the supply of drinking water
1035;water;0,101983376;1;Water in the context of the circular economy
1035;circular;0,034312907;2;Water in the context of the circular economy
1035;nutrient;0,03098707;3;Water in the context of the circular economy
1035;nutrients;0,030018442;4;Water in the context of the circular economy
1035;recovery;0,027652664;5;Water in the context of the circular economy
1035;reuse;0,021386598;6;Water in the context of the circular economy
1035;wastewater;0,021021983;7;Water in the context of the circular economy
1035;agriculture;0,020117173;8;Water in the context of the circular economy
1035;economy;0,019078295;9;Water in the context of the circular economy
1035;loops;0,018115793;10;Water in the context of the circular economy
1036;strategies;0,042670937;1;Weeding - strategies, tools and technologies for sustainable weed management
1036;soil;0,036202764;2;Weeding - strategies, tools and technologies for sustainable weed management
1036;practical;0,035435545;3;Weeding - strategies, tools and technologies for sustainable weed management
1036;management;0,032108443;4;Weeding - strategies, tools and technologies for sustainable weed management
1036;combines;0,028136877;5;Weeding - strategies, tools and technologies for sustainable weed management
1036;users;0,02258165;6;Weeding - strategies, tools and technologies for sustainable weed management
1036;ensuring;0,022313703;7;Weeding - strategies, tools and technologies for sustainable weed management
1036;methods;0,022216212;8;Weeding - strategies, tools and technologies for sustainable weed management
1036;listed;0,021571498;9;Weeding - strategies, tools and technologies for sustainable weed management
1036;implementation;0,020883255;10;Weeding - strategies, tools and technologies for sustainable weed management
1037;climate;0,173984154;1;Widening international cooperation activities on climate adaptation and mitigation
1037;change;0,046849802;2;Widening international cooperation activities on climate adaptation and mitigation
1037;governing;0,045060803;3;Widening international cooperation activities on climate adaptation and mitigation
1037;international;0,044837908;4;Widening international cooperation activities on climate adaptation and mitigation
